#time,flux,flux_err
1325.2966258808235,0.9980596899986267,0.001343631
1325.2980147804474,0.9990667104721069,0.0013441417
1325.299403680013,0.9994422793388367,0.0013465661
1325.3007925795785,0.9993552565574646,0.0013448545
1325.3021814792023,0.998974621295929,0.0013458717
1325.303570378768,0.998469352722168,0.0013453774
1325.3049592783916,0.9980908036231995,0.0013453437
1325.3063481780152,0.998039722442627,0.0013450579
1325.307737077639,0.9988649487495422,0.001345184
1325.309125977263,0.9990366697311401,0.0013459194
1325.3105148768866,0.9993924498558044,0.0013468482
1325.3119037765102,0.9994198083877563,0.0013475731
1325.3132926761343,0.9996070861816406,0.0013476274
1325.3146815757586,0.9998539686203003,0.0013459391
1325.3160704753825,0.9992272257804871,0.00134623
1325.3174593750637,0.9988755583763123,0.0013484597
1325.318848274688,0.998361349105835,0.0013482157
1325.32023717437,0.9979851245880127,0.0013469823
1325.3216260740512,0.998185932636261,0.0013463187
1325.3230149736758,0.9982911348342896,0.0013476071
1325.3244038733578,0.9985736608505249,0.0013477135
1325.325792773039,0.9989715814590454,0.0013476679
1325.3271816727217,0.9992567300796509,0.0013497386
1325.3285705724036,0.9995003342628479,0.0013489393
1325.329959472085,0.9992765784263611,0.0013483196
1325.331348371826,0.9994330406188965,0.0013490245
1325.3327372715084,0.9992659687995911,0.0013480547
1325.3341261711905,0.999302864074707,0.0013489717
1325.3355150709306,0.9993905425071716,0.0013503414
1325.3369039706126,0.9993461966514587,0.0013511553
1325.338292870353,0.9994211792945862,0.0013517375
1325.339681770093,0.9992740750312805,0.0013507872
1325.341070669833,0.9992903470993042,0.0013501296
1325.3424595695733,0.9992334842681885,0.0013507511
1325.3438484692554,0.9990818500518799,0.0013516635
1325.3452373690536,0.9992353320121765,0.0013517013
1325.3466262687946,0.9989200234413147,0.0013529133
1325.3480151685346,0.9989669919013977,0.0013519853
1325.3494040682742,0.998313844203949,0.0013519627
1325.3507929680734,0.9975926876068115,0.0013524331
1325.3521818678134,0.9974681735038757,0.0013524051
1325.3535707676112,0.9975724220275879,0.0013538152
1325.354959667352,0.9980213046073914,0.0013530075
1325.3563485671505,0.9985975027084351,0.0013553262
1325.357737466948,0.9988157749176025,0.0013549438
1325.3591263666888,0.999091386795044,0.0013557189
1325.3605152664875,0.9988260269165039,0.001355805
1325.361904166285,0.9990777969360352,0.0013563348
1325.363293066084,0.9988980293273926,0.0013551652
1325.3646819659414,0.9984713196754456,0.0013559638
1325.3660708657392,0.998454213142395,0.0013558993
1325.3674597655374,0.9984182119369507,0.0013570077
1325.3688486653366,0.9982737898826599,0.0013582932
1325.3702375651924,0.9986942410469055,0.0013563865
1325.3716264649909,0.9988375306129456,0.0013579684
1325.3730153648482,0.9992238879203796,0.0013585696
1325.3744042647047,0.9992955923080444,0.0013591399
1325.3757931645612,0.9998692274093628,0.0013595078
1325.3771820643597,0.999579906463623,0.0013598071
1325.3785709642164,0.9994547963142395,0.0013602779
1325.3799598640728,0.999238133430481,0.0013593794
