curve,period,per_err,duration,t0,depth,snr,sde,fap,border_score,oi,rad_p,rp_rs,a,hz,Object Id,ffi,harmonic,run,score,sectors,transits
1,3.2898730482577587,0.008145202957670294,199.0925059537892,1327.514029301015,6.081569178260304,270.8168110463427,32.757291857832776,8.0032e-05,1.0,TOI 114.01,10.574396287460624,0.07571370281673405,0.04351673193016754,I,TIC 25155310,0.0,-,1.0,1.0,"1,2","1327.514029301015,1330.8039023492727,1334.0937753975304,1337.3836484457881,1340.6735214940459,1343.9633945423036,1347.2532675905613,1350.543140638819,1357.1228867353345,1360.4127597835923,1363.70263283185,1366.9925058801077,1370.2823789283655,1373.5722519766232,1376.862125024881,1380.1519980731387"
